,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
26962,The address 74.219.94.186 is not in the database.,The address 74.219.94.186 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
27003,The address 64.253.150.106 is not in the database.,The address 64.253.150.106 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
27046,The address 72.38.217.247 is not in the database.,The address 72.38.217.247 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
27051,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 208.68.17.36 is not in the database.,The address 208.68.17.36 is not in the database.,0.0,0.0
27082,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 70.65.181.7 is not in the database.,The address 70.65.181.7 is not in the database.,0.0,0.0
27118,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 142.47.139.4 is not in the database.,The address 142.47.139.4 is not in the database.,0.0,0.0
27158,The address 174.114.19.68 is not in the database.,The address 174.114.19.68 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
27198,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 142.167.22.149 is not in the database.,The address 142.167.22.149 is not in the database.,0.0,0.0
27267,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 184.69.225.238 is not in the database.,The address 184.69.225.238 is not in the database.,0.0,0.0
27307,The address 162.223.96.10 is not in the database.,The address 162.223.96.10 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
27332,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 69.90.49.108 is not in the database.,The address 69.90.49.108 is not in the database.,0.0,0.0
