,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
1063109,The address 99.233.42.88 is not in the database.,The address 99.233.42.88 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1063130,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 209.15.238.220 is not in the database.,The address 209.15.238.220 is not in the database.,0.0,0.0
1063131,The address 216.168.169.105 is not in the database.,The address 216.168.169.105 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1063138,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 69.166.25.68 is not in the database.,The address 69.166.25.68 is not in the database.,0.0,0.0
1063140,The address 142.112.35.34 is not in the database.,The address 142.112.35.34 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063208,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 45.3.15.20 is not in the database.,The address 45.3.15.20 is not in the database.,0.0,0.0
1063228,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 50.246.108.245 is not in the database.,The address 50.246.108.245 is not in the database.,0.0,0.0
1063268,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 72.139.17.198 is not in the database.,The address 72.139.17.198 is not in the database.,0.0,0.0
1063289,The address 72.139.17.198 is not in the database.,The address 72.139.17.198 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063411,The address 72.38.34.134 is not in the database.,The address 72.38.34.134 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063426,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 104.250.93.81 is not in the database.,The address 104.250.93.81 is not in the database.,0.0,0.0
1063513,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 192.69.237.52 is not in the database.,The address 192.69.237.52 is not in the database.,0.0,0.0
1063544,The address 74.116.219.181 is not in the database.,The address 74.116.219.181 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1063613,The address 216.168.188.8 is not in the database.,The address 216.168.188.8 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1063669,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 192.222.248.79 is not in the database.,The address 192.222.248.79 is not in the database.,0.0,0.0
1063789,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 198.72.27.20 is not in the database.,The address 198.72.27.20 is not in the database.,0.0,0.0
1063794,The address 205.205.22.115 is not in the database.,The address 205.205.22.115 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1063822,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 64.140.118.53 is not in the database.,The address 64.140.118.53 is not in the database.,0.0,0.0
1063852,The address 216.168.188.70 is not in the database.,The address 216.168.188.70 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063876,The address 24.50.166.77 is not in the database.,The address 24.50.166.77 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1063883,The address 72.38.98.234 is not in the database.,The address 72.38.98.234 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063886,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 209.171.88.182 is not in the database.,The address 209.171.88.182 is not in the database.,0.0,0.0
1063905,The address 107.6.42.180 is not in the database.,The address 107.6.42.180 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063944,The address 64.140.118.112 is not in the database.,The address 64.140.118.112 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1063950,The address 206.80.250.113 is not in the database.,The address 206.80.250.113 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1064010,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 24.50.172.5 is not in the database.,The address 24.50.172.5 is not in the database.,0.0,0.0
1064038,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 99.253.40.253 is not in the database.,The address 99.253.40.253 is not in the database.,0.0,0.0
1064063,The address 72.139.196.105 is not in the database.,The address 72.139.196.105 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1064090,The address 162.250.197.50 is not in the database.,The address 162.250.197.50 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1064110,The address 207.34.54.106 is not in the database.,The address 207.34.54.106 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1064123,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1064165,The address 209.15.238.208 is not in the database.,The address 209.15.238.208 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1064167,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 216.123.176.109 is not in the database.,The address 216.123.176.109 is not in the database.,0.0,0.0
1064184,The address 24.50.172.5 is not in the database.,The address 24.50.172.5 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1064224,The address 24.146.42.151 is not in the database.,The address 24.146.42.151 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1064248,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 199.119.233.76 is not in the database.,The address 199.119.233.76 is not in the database.,0.0,0.0
1064270,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 99.233.49.104 is not in the database.,The address 99.233.49.104 is not in the database.,0.0,0.0
1064288,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 216.221.66.125 is not in the database.,The address 216.221.66.125 is not in the database.,0.0,0.0
1064303,The address 199.255.121.224 is not in the database.,The address 199.255.121.224 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1064314,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 104.3.107.27 is not in the database.,The address 104.3.107.27 is not in the database.,0.0,0.0
1064379,The address 99.254.124.131 is not in the database.,The address 99.254.124.131 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1064465,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 104.7.116.236 is not in the database.,The address 104.7.116.236 is not in the database.,0.0,0.0
1064539,The address 45.3.6.114 is not in the database.,The address 45.3.6.114 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1064580,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 72.139.200.156 is not in the database.,The address 72.139.200.156 is not in the database.,0.0,0.0
1064598,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 209.15.238.43 is not in the database.,The address 209.15.238.43 is not in the database.,0.0,0.0
1064652,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 199.115.91.210 is not in the database.,The address 199.115.91.210 is not in the database.,0.0,0.0
1064667,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 24.37.216.114 is not in the database.,The address 24.37.216.114 is not in the database.,0.0,0.0
1064788,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 192.186.66.62 is not in the database.,The address 192.186.66.62 is not in the database.,0.0,0.0
1064831,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 99.233.42.88 is not in the database.,The address 99.233.42.88 is not in the database.,0.0,0.0
1064876,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 216.208.184.67 is not in the database.,The address 216.208.184.67 is not in the database.,0.0,0.0
1064936,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 104.3.107.27 is not in the database.,The address 104.3.107.27 is not in the database.,0.0,0.0
1064956,The address 64.39.176.214 is not in the database.,The address 64.39.176.214 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1064959,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 99.226.179.169 is not in the database.,The address 99.226.179.169 is not in the database.,0.0,0.0
1064974,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 72.38.144.162 is not in the database.,The address 72.38.144.162 is not in the database.,0.0,0.0
1065076,The address 72.38.34.134 is not in the database.,The address 72.38.34.134 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1065106,The address 74.120.93.30 is not in the database.,The address 74.120.93.30 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1065115,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 216.221.68.123 is not in the database.,The address 216.221.68.123 is not in the database.,0.0,0.0
1065117,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 98.172.65.51 is not in the database.,The address 98.172.65.51 is not in the database.,0.0,0.0
1065199,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 174.115.126.41 is not in the database.,The address 174.115.126.41 is not in the database.,0.0,0.0
1065207,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 64.231.60.161 is not in the database.,The address 64.231.60.161 is not in the database.,0.0,0.0
1065313,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 104.3.107.27 is not in the database.,The address 104.3.107.27 is not in the database.,0.0,0.0
1065353,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 24.222.224.46 is not in the database.,The address 24.222.224.46 is not in the database.,0.0,0.0
1065354,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 72.38.98.234 is not in the database.,The address 72.38.98.234 is not in the database.,0.0,0.0
1065359,The address 209.15.238.38 is not in the database.,The address 209.15.238.38 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1065362,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 216.123.176.107 is not in the database.,The address 216.123.176.107 is not in the database.,0.0,0.0
1065389,The address 147.194.188.247 is not in the database.,The address 147.194.188.247 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1065393,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 104.250.93.81 is not in the database.,The address 104.250.93.81 is not in the database.,0.0,0.0
1065403,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 12.215.54.67 is not in the database.,The address 12.215.54.67 is not in the database.,0.0,0.0
1065439,The address 24.146.42.151 is not in the database.,The address 24.146.42.151 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1065517,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 173.239.137.66 is not in the database.,The address 173.239.137.66 is not in the database.,0.0,0.0
1065576,The address 24.50.189.216 is not in the database.,The address 24.50.189.216 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1065681,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 24.146.42.151 is not in the database.,The address 24.146.42.151 is not in the database.,0.0,0.0
1065784,The address 72.139.195.22 is not in the database.,The address 72.139.195.22 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1065789,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 24.50.189.216 is not in the database.,The address 24.50.189.216 is not in the database.,0.0,0.0
1065863,The address 199.126.242.188 is not in the database.,The address 199.126.242.188 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1065964,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 96.23.239.191 is not in the database.,The address 96.23.239.191 is not in the database.,0.0,0.0
1066004,The address 99.254.124.131 is not in the database.,The address 99.254.124.131 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1066019,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 45.3.11.105 is not in the database.,The address 45.3.11.105 is not in the database.,0.0,0.0
1066026,The address 24.50.189.216 is not in the database.,The address 24.50.189.216 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1066116,The address 209.183.156.34 is not in the database.,The address 209.183.156.34 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1066191,The address 216.123.176.108 is not in the database.,The address 216.123.176.108 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1066248,The address 24.50.166.124 is not in the database.,The address 24.50.166.124 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1066253,The address 64.16.248.66 is not in the database.,The address 64.16.248.66 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1066261,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 104.14.240.169 is not in the database.,The address 104.14.240.169 is not in the database.,0.0,0.0
1066293,The address 162.250.197.50 is not in the database.,The address 162.250.197.50 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1066328,The address 209.15.222.250 is not in the database.,The address 209.15.222.250 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1066362,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 24.146.42.163 is not in the database.,The address 24.146.42.163 is not in the database.,0.0,0.0
1066367,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 50.115.187.215 is not in the database.,The address 50.115.187.215 is not in the database.,0.0,0.0
1066393,The address 24.37.216.114 is not in the database.,The address 24.37.216.114 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1066500,The address 45.3.25.210 is not in the database.,The address 45.3.25.210 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1066563,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 76.70.167.167 is not in the database.,The address 76.70.167.167 is not in the database.,0.0,0.0
1066597,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 54.235.202.48 is not in the database.,The address 54.235.202.48 is not in the database.,0.0,0.0
1066625,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 104.250.93.149 is not in the database.,The address 104.250.93.149 is not in the database.,0.0,0.0
1066627,The address 50.246.108.245 is not in the database.,The address 50.246.108.245 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1066682,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 72.38.34.134 is not in the database.,The address 72.38.34.134 is not in the database.,0.0,0.0
1066744,The address 209.91.135.232 is not in the database.,The address 209.91.135.232 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1066805,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 70.52.126.192 is not in the database.,The address 70.52.126.192 is not in the database.,0.0,0.0
1066834,The address 45.3.25.210 is not in the database.,The address 45.3.25.210 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1066841,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 45.3.6.114 is not in the database.,The address 45.3.6.114 is not in the database.,0.0,0.0
1066886,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 199.59.135.73 is not in the database.,The address 199.59.135.73 is not in the database.,0.0,0.0
1066936,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 69.252.200.133 is not in the database.,The address 69.252.200.133 is not in the database.,0.0,0.0
1066992,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 72.38.34.36 is not in the database.,The address 72.38.34.36 is not in the database.,0.0,0.0
1067004,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 69.252.202.165 is not in the database.,The address 69.252.202.165 is not in the database.,0.0,0.0
1067104,The address 209.15.238.38 is not in the database.,The address 209.15.238.38 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1067112,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 174.119.3.234 is not in the database.,The address 174.119.3.234 is not in the database.,0.0,0.0
1067279,The address 216.221.66.104 is not in the database.,The address 216.221.66.104 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1067409,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 216.13.74.18 is not in the database.,The address 216.13.74.18 is not in the database.,0.0,0.0
1067444,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 72.139.199.17 is not in the database.,The address 72.139.199.17 is not in the database.,0.0,0.0
1067457,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.157.26.119 is not in the database.,The address 69.157.26.119 is not in the database.,0.0,0.0
1067463,The address 209.15.238.156 is not in the database.,The address 209.15.238.156 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1067611,The address 205.205.22.114 is not in the database.,The address 205.205.22.114 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1067619,The address 69.166.25.68 is not in the database.,The address 69.166.25.68 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1067624,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 192.84.18.183 is not in the database.,The address 192.84.18.183 is not in the database.,0.0,0.0
1067655,The address 24.114.38.130 is not in the database.,The address 24.114.38.130 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1067711,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 72.139.207.65 is not in the database.,The address 72.139.207.65 is not in the database.,0.0,0.0
1067712,The address 74.120.93.69 is not in the database.,The address 74.120.93.69 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1067808,The address 205.205.210.114 is not in the database.,The address 205.205.210.114 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1067809,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 24.50.173.58 is not in the database.,The address 24.50.173.58 is not in the database.,0.0,0.0
1067811,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 216.221.66.104 is not in the database.,The address 216.221.66.104 is not in the database.,0.0,0.0
1067923,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 76.70.167.167 is not in the database.,The address 76.70.167.167 is not in the database.,0.0,0.0
1067931,The address 45.3.26.239 is not in the database.,The address 45.3.26.239 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1067964,The address 209.15.222.250 is not in the database.,The address 209.15.222.250 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068038,The address 199.199.24.6 is not in the database.,The address 199.199.24.6 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1068085,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 152.188.164.202 is not in the database.,The address 152.188.164.202 is not in the database.,0.0,0.0
1068146,The address 64.16.248.2 is not in the database.,The address 64.16.248.2 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1068192,The address 104.250.93.81 is not in the database.,The address 104.250.93.81 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068278,The address 72.139.195.22 is not in the database.,The address 72.139.195.22 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1068294,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 50.194.106.13 is not in the database.,The address 50.194.106.13 is not in the database.,0.0,0.0
1068333,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 207.223.74.134 is not in the database.,The address 207.223.74.134 is not in the database.,0.0,0.0
1068352,The address 72.139.201.177 is not in the database.,The address 72.139.201.177 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1068358,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 99.239.72.195 is not in the database.,The address 99.239.72.195 is not in the database.,0.0,0.0
1068366,The address 72.139.207.127 is not in the database.,The address 72.139.207.127 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068374,The address 99.51.158.208 is not in the database.,The address 99.51.158.208 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068439,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 45.3.20.186 is not in the database.,The address 45.3.20.186 is not in the database.,0.0,0.0
1068452,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 23.29.21.91 is not in the database.,The address 23.29.21.91 is not in the database.,0.0,0.0
1068469,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 72.139.200.156 is not in the database.,The address 72.139.200.156 is not in the database.,0.0,0.0
1068479,The address 24.50.166.77 is not in the database.,The address 24.50.166.77 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1068517,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 45.3.12.58 is not in the database.,The address 45.3.12.58 is not in the database.,0.0,0.0
1068551,The address 74.116.219.181 is not in the database.,The address 74.116.219.181 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068555,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 72.38.34.153 is not in the database.,The address 72.38.34.153 is not in the database.,0.0,0.0
1068575,The address 24.244.23.222 is not in the database.,The address 24.244.23.222 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068673,The address 192.186.87.102 is not in the database.,The address 192.186.87.102 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1068795,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
1068867,The address 24.50.166.77 is not in the database.,The address 24.50.166.77 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
1069052,The address 142.112.35.34 is not in the database.,The address 142.112.35.34 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1069054,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 72.38.34.134 is not in the database.,The address 72.38.34.134 is not in the database.,0.0,0.0
1069062,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 50.115.187.215 is not in the database.,The address 50.115.187.215 is not in the database.,0.0,0.0
1069100,The address 72.139.200.156 is not in the database.,The address 72.139.200.156 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
1069226,The address 209.15.238.176 is not in the database.,The address 209.15.238.176 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
1069267,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 192.186.87.166 is not in the database.,The address 192.186.87.166 is not in the database.,0.0,0.0
1069308,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 72.139.195.22 is not in the database.,The address 72.139.195.22 is not in the database.,0.0,0.0
